"","affy_hg_u133_plus_2","hgnc_symbol"
"835","1555169_at","LIG3"
"836","1554288_at","FHIP2A"
"837","1554165_at","FAM53B"
"838","1556684_at",""
"839","1556684_at","RPPH1"
"840","1556030_at","SMTN"
"841","1552566_at","BTBD16"
"842","1553318_at","RIBC1"
"843","1559252_a_at","LINC01730"
"844","1553802_a_at","SOX3"
"845","1559252_a_at",""
"846","1553448_at","LINC02880"
"847","1558028_x_at","NORAD"
"848","1555162_at","ARHGAP8"
"849","1559674_at","ZNF333"
"850","1552375_at","ZNF333"
"851","1555153_s_at","FCHO2"
"852","1555409_a_at","BAGE2"
"853","1555408_at","BAGE2"
"854","1555409_a_at",""
"855","1555408_at",""
"856","1552895_a_at",""
"857","1552750_at","CIB3"
"858","1552751_a_at","CIB3"
"859","1552583_s_at","ABCC13"
"860","1554757_a_at","INPP5A"
"861","1557885_at","CARNMT1-AS1"
"862","1556883_a_at","PGM5"
"863","1556378_a_at","PGM5"
"864","1554560_at","PGM5"
"865","1556262_at","PWRN1"
"866","1556263_s_at","PWRN1"
"867","1555343_at","MEGF10"
"868","1552583_s_at",""
"869","1555265_at",""
"870","1552582_at",""
"871","1553986_at","RASEF"
"872","1557421_at",""
"873","1559427_at","MCF2L"
"874","1552743_at","MCF2L"
"875","1556262_at",""
"876","1556263_s_at",""
"877","1558431_at","NHLRC4"
"878","1552811_at","WFIKKN1"
"879","1555792_a_at","CCDC116"
"880","1559545_at","SNHG14"
"881","1559546_s_at","SNHG14"
"882","1559342_a_at","SNHG14"
"883","1559343_at","SNHG14"
"884","1552953_a_at","NEUROD2"
"885","1553138_a_at","ANKLE1"
"886","1556351_at","HCN1"
"887","1557301_a_at",""
"888","1559540_at","C5orf64-AS1"
"889","1558594_at","ZNF219"
"890","1555244_at",""
"891","1559508_at","NAA35"
"892","1554143_a_at",""
"893","1554142_at",""
"894","1554258_a_at","DNAJC5B"
"895","1556876_s_at",""
"896","1557581_x_at","CABIN1"
"897","1554317_s_at","TRMT61A"
"898","1553057_at","SERPINB12"
"899","1554741_s_at","FGF7P5"
"900","1559593_a_at",""
"901","1552421_a_at",""
"902","1555062_s_at","GTPBP3"
"903","1555110_a_at","KLHL3"
"904","1552742_at","KCNH8"
"905","1555540_at","TGFB3"
"906","1555038_at","EPB41L4A"
"907","1552518_s_at","MTBP"
"908","1555359_at",""
"909","1556505_at","LINC00605"
"910","1556216_s_at","EIF5-DT"
"911","1553584_at","DIPK2B"
"912","1556378_a_at","LINC03025"
"913","1556883_a_at","LINC03025"
"914","1556133_s_at","TEX36-AS1"
"915","1555159_at","TMEM74"
"916","1552520_at","TMEM74"
"917","1552521_a_at","TMEM74"
"918","1554601_at","NKAIN2"
"919","1553105_s_at","DSG2"
"920","1559689_a_at",""
"921","1559688_at",""
"922","1557817_a_at",""
"923","1557818_x_at",""
"924","1558621_at","CABLES1"
"925","1554474_a_at","MOXD1"
"926","1558474_at",""
"927","1556336_at","RBMX"
"928","1556706_at",""
"929","1556206_at","LINC00408"
"930","1556207_a_at","LINC00408"
"931","1553544_at","GPR101"
"932","1552691_at","ARL11"
"933","1552693_at","ARL11"
"934","1554741_s_at","FGF7P8"
"935","1559002_at","MORF4L2-AS1"
"936","1553511_at","GJD3"
"937","1553443_at","FER1L6-AS1"
"938","1555461_at","TXNL4A"
"939","1556378_a_at",""
"940","1556883_a_at",""
"941","1558628_at","RBFADN"
"942","1554923_at","ANKS6"
"943","1559568_at",""
"944","1558845_at",""
"945","1554786_at","CASS4"
"946","1559067_a_at","LINC02977"
"947","1559066_at","LINC02977"
"948","1558643_s_at","EDIL3"
"949","1553901_x_at","ZNF486"
"950","1553622_a_at","FSIP1"
"951","1555517_at","GABRG3"
"952","1552592_at","MMP21"
"953","1556161_a_at",""
"954","1554867_a_at","PRR16"
"955","1556630_at","CASC2"
"956","1557488_at","CBX3P2"
"957","1558747_at","SMCHD1"
"958","1552289_a_at","CILP2"
"959","1552288_at","CILP2"
"960","1553726_s_at","TBC1D32"
"961","1559044_at","EXOSC1"
"962","1557161_at","FILNC1"
"963","1558688_at","STX17-DT"
"964","1558689_a_at","STX17-DT"
"965","1558144_at","MEG3"
"966","1553882_at","LINC00504"
"967","1554643_at","RGS11"
"968","1552719_at","GOLM2"
"969","1559635_at","GOLM2"
"970","1557591_at",""
"971","1554646_at","OSBPL1A"
"972","1553931_at","OSTCP1"
"973","1557325_at",""
"974","1555612_s_at","G6PC1"
"975","1552511_a_at","CPA6"
"976","1552378_s_at","RDH10"
"977","1557970_s_at","RPS6KA2"
"978","1559449_a_at",""
"979","1555691_a_at","KLRC4-KLRK1"
"980","1554192_s_at","TRMT44"
"981","1555106_a_at","CTDSPL2"
"982","1553328_a_at","SLC18A2"
"983","1554464_a_at","CRTAP"
"984","1555889_a_at","CRTAP"
"985","1553019_at","TMC2"
"986","1555430_at","TSTD2"
"987","1556405_s_at",""
"988","1555457_at","BRINP1"
"989","1553865_a_at","GPR26"
"990","1553864_at","GPR26"
"991","1556496_a_at",""
"992","1552772_at","CLEC4D"
"993","1552773_at","CLEC4D"
"994","1555122_at","ADGRA3"
"995","1553052_at","WFDC13"
"996","1553153_at","ATP6V0D2"
"997","1553151_at","ATP6V0D2"
"998","1553155_x_at","ATP6V0D2"
"999","1554696_s_at","TYMS"
"1000","1557042_at","KCNQ3"
"1001","1553559_at","TMEM171"
"1002","1557560_at","DSE"
"1003","1558868_a_at","DSE"
"1004","1558867_at","DSE"
"1005","1553063_at","GPR78"
"1006","1559303_at","LINC01532"
"1007","1554199_at","PTPRO"
"1008","1559399_s_at","ZCCHC10"
"1009","1554466_a_at","METTL26"
"1010","1559656_a_at","MAMDC2-AS1"
"1011","1559655_at","MAMDC2-AS1"
"1012","1555886_at","PDSS2"
"1013","1555344_at",""
"1014","1555407_s_at","FGD3"
"1015","1558745_at","SNX29"
"1016","1557820_at","AFG3L2"
"1017","1559124_at",""
"1018","1557729_at","GRK5"
"1019","1556623_at","MYO1E"
"1020","1559444_at","SMC2"
"1021","1555443_at","CCDC172"
"1022","1557286_at",""
"1023","1554460_at","ST8SIA4"
"1024","1555214_a_at","CLEC7A"
"1025","1554406_a_at","CLEC7A"
"1026","1555756_a_at","CLEC7A"
"1027","1555213_a_at","CLEC7A"
"1028","1558976_x_at","UBALD1"
"1029","1558975_at","UBALD1"
"1030","1558401_at","ARIH1"
"1031","1556846_at","ARIH1"
"1032","1556847_s_at","ARIH1"
"1033","1554273_a_at","ERAP2"
"1034","1554272_at","ERAP2"
"1035","1558821_s_at","MIR30DHG"
"1036","1556429_a_at","TBC1D31"
"1037","1557826_at","LINC01252"
"1038","1553505_at","A2ML1"
"1039","1555500_s_at","SLC2A4RG"
"1040","1556916_a_at",""
"1041","1556917_a_at",""
"1042","1553914_at",""
"1043","1553335_x_at","BASP1-AS1"
"1044","1554819_a_at","ITGA11"
"1045","1559624_at","STK32A"
"1046","1553938_a_at","STK32A"
"1047","1558214_s_at","CTNNA1"
"1048","1555691_a_at","KLRK1"
"1049","1555677_s_at","SMC1A"
"1050","1555587_at","PDZRN3"
"1051","1554773_at","WFIKKN2"
"1052","1556619_at","SHISA9"
"1053","1554042_s_at",""
"1054","1554041_at","TMEM239"
"1055","1554042_s_at","TMEM239"
"1056","1552607_at","FAM223B"
"1057","1552828_at","SNX18"
"1058","1559257_a_at",""
"1059","1559256_at",""
"1060","1553752_at","SPATA25"
"1061","1553140_at","PELO"
"1062","1554714_at","RELL1"
"1063","1555788_a_at","TRIB3"
"1064","1555028_at","BRD3"
"1065","1555314_at","WDR19"
"1066","1557077_a_at",""
"1067","1553831_at","APOBEC3D"
"1068","1558117_s_at",""
"1069","1556151_at","ITFG1"
"1070","1553269_at","ZNF718"
"1071","1558483_at","LRRC27"
"1072","1558484_s_at","LRRC27"
"1073","1555600_s_at","APOL4"
"1074","1553765_a_at","KLHL32"
"1075","1554894_a_at","PCBD2"
"1076","1557734_s_at",""
"1077","1558574_at","LINC02616"
"1078","1557149_at",""
"1079","1554116_s_at","PARP11"
"1080","1554916_a_at","JRK"
"1081","1554179_s_at","SLURP2"
"1082","1554012_at","RSPO2"
"1083","1557531_a_at","C10orf55"
"1084","1555436_a_at","AFF4"
"1085","1555435_at","AFF4"
"1086","1558827_a_at","ZNF831"
"1087","1558826_at","ZNF831"
"1088","1554637_a_at","CBFA2T2"
"1089","1552799_at","TSNARE1"
"1090","1556582_at","PVR"
"1091","1555542_at","AFAP1L1"
"1092","1553727_at","B4GALNT3"
"1093","1555345_at","SLC38A4"
"1094","1556231_a_at","URI1"
"1095","1559388_a_at","LYNX1"
"1096","1553876_at","SAMD3"
"1097","1554583_a_at","ETFBKMT"
"1098","1554582_a_at","ETFBKMT"
"1099","1559388_a_at","LYNX1-SLURP2"
"1100","1554179_s_at","LYNX1-SLURP2"
"1101","1559668_s_at","LINC02846"
"1102","1559667_at","LINC02846"
"1103","1557322_at","ZNF230"
"1104","1559161_at","PDCL"
"1105","1552745_at","SLCO6A1"
"1106","1555865_at","TOLLIP-DT"
"1107","1555154_a_at","QKI"
"1108","1556582_at",""
"1109","1559265_at","SKIDA1"
"1110","1559266_s_at","SKIDA1"
"1111","1552639_at","KLHDC7B"
"1112","1554403_a_at",""
"1113","1557742_a_at","UST-AS1"
"1114","1557741_at","UST-AS1"
"1115","1556737_at","LINC00671"
"1116","1552365_at","SCIN"
"1117","1552367_a_at","SCIN"
"1118","1553279_at","BTNL9"
"1119","1555282_a_at","PPARGC1B"
"1120","1553639_a_at","PPARGC1B"
"1121","1553453_at","ASB14"
"1122","1557287_at","CT69"
"1123","1555862_s_at","MICALL2"
"1124","1554480_a_at","ARMC10P1"
"1125","1556256_a_at",""
"1126","1552695_a_at","SLC2A13"
"1127","1552694_at","SLC2A13"
"1128","1556001_at","MAPK8IP2"
"1129","1555476_at","IREB2"
"1130","1555510_at","ZNF215"
"1131","1553474_at","POTEC"
"1132","1553424_at","C12orf40"
"1133","1554079_at","GALNT18"
"1134","1494_f_at","CYP2A6"
"1135","1554741_s_at","FGF7P1"
"1136","1559627_at","LINC02860"
"1137","1556954_at","CASC22"
"1138","1552657_a_at","TXNDC2"
"1139","1559311_at","EHMT1"
"1140","1555470_a_at","PPM1F"
"1141","1555091_at","PPM1F"
"1142","1552602_at","CACNG5"
"1143","1554394_at",""
"1144","1553267_a_at","CNOT6LP1"
"1145","1556636_at",""
"1146","1556180_at","LINC00847"
"1147","1553451_at","TERB1"
"1148","1558820_a_at","CCDC178"
"1149","1555053_at","SYT9"
"1150","1555052_a_at","SYT9"
"1151","1555222_a_at",""
"1152","1555221_at",""
"1153","1557369_a_at","LINC00698"
"1154","1555526_a_at","SEPTIN6"
"1155","1558602_a_at","TUSC7"
"1156","1558601_at","TUSC7"
"1157","1554234_at","KATNAL2"
"1158","1555452_at","RALGPS1"
"1159","1554745_at","RALGPS1"
"1160","1555320_a_at","STAB1"
"1161","1555319_at","STAB1"
"1162","1553442_a_at","CNTNAP4"
"1163","1554377_a_at","CNTNAP4"
"1164","1553441_at","CNTNAP4"
"1165","1556859_a_at","PHACTR2-AS1"
"1166","1557236_at","APOL6"
"1167","1557116_at","APOL6"
"1168","1554065_at","MVB12B"
"1169","1559400_s_at","PAPPA"
"1170","1553651_at","C18orf54"
"1171","1553652_a_at","C18orf54"
"1172","1552381_at","SRSF12"
"1173","1554523_a_at","CNNM2"
"1174","1554522_at","CNNM2"
"1175","1553146_at","TEX55"
"1176","1553084_at","STARD6"
"1177","1556617_a_at","LINC00901"
"1178","1554110_at","CDCP1"
"1179","1559517_a_at","SPIRE1"
"1180","1554807_a_at","SPIRE1"
"1181","1554519_at","CD80"
"1182","1555689_at","CD80"
"1183","1552641_s_at","ATAD3B"
"1184","1555247_a_at",""
"1185","1556211_a_at","AIG1"
"1186","1556210_at","AIG1"
"1187","1556212_x_at","AIG1"
"1188","1554149_at","CLDND1"
"1189","1554976_a_at","LINC00051"
"1190","1558449_at",""
"1191","1557609_s_at","TBC1D12"
"1192","1556320_at","STOML1"
"1193","1554516_at","RNA5SP530"
"1194","1554517_x_at","RNA5SP530"
"1195","1554516_at","RNA5SP283"
"1196","1554517_x_at","RNA5SP283"
"1197","1554549_a_at","WDR20"
"1198","1558529_s_at",""
"1199","1552388_at","SCUBE1"
"1200","1557731_at","LINC02092"
"1201","1552490_at","AFG1L"
"1202","1557595_at","GINS2"
"1203","1553022_at","ZIM3"
"1204","1557336_at","SUCLG2-DT"
"1205","1557338_x_at","SUCLG2-DT"
"1206","1558202_at",""
"1207","1558570_at",""
"1208","1553148_a_at","SNX13"
"1209","1553946_at","DCD"
"1210","1557919_a_at",""
"1211","1557984_s_at","RPAP3"
"1212","1558950_at",""
"1213","1559611_at","LINC02912"
"1214","1552955_at","LINC00208"
"1215","1555545_at","KLK2"
"1216","1557867_s_at","CFAP157"
"1217","1557866_at","CFAP157"
"1218","1558590_at","METTL17"
"1219","1556371_at","OLIG3"
"1220","1552667_a_at","SH2D3C"
"1221","1558698_at","ZNF264"
"1222","1552948_at","CCDC27"
"1223","1553215_s_at",""
"1224","1554512_a_at","CEP89"
"1225","1553732_s_at","CEP89"
"1226","1554513_s_at","CEP89"
"1227","1555773_at","BPIFC"
"1228","1558225_at",""
"1229","1558226_a_at",""
"1230","1556904_at",""
"1231","1554566_at","KCTD17"
"1232","1557430_at","SMIM17"
"1233","1552338_at","GSC"
"1234","1552445_a_at","ESX1"
"1235","1555140_a_at","BCL2L2"
"1236","1553258_at",""
"1237","1557219_at","LINC02475"
"1238","1552721_a_at","FGF1"
"1239","1558211_s_at","SRC"
"1240","1555256_at","EVC2"
"1241","1555939_at","PRKCA-AS1"
"1242","1555940_a_at","PRKCA-AS1"
"1243","1555412_at","FBXL21P"
"1244","1553500_at","FBXL21P"
"1245","1555413_s_at","FBXL21P"
"1246","1552418_at","TTLL10"
"1247","1552419_s_at","TTLL10"
"1248","1552493_s_at","CYP11B1"
"1249","1559566_at","FBXO42"
"1250","1555478_at","LINC02875"
"1251","1552860_at","ELOA3DP"
"1252","1552860_at","ELOA3CP"
"1253","1552860_at","ELOA3BP"
"1254","1552860_at","ELOA3P"
"1255","1552343_s_at","PDE7A"
"1256","1557241_a_at","SRPX2"
"1257","1553470_at","DNAH17"
"1258","1554616_at","SERPINB8"
"1259","1559277_at","TCF21"
"1260","1553934_at","LINC00305"
"1261","1554343_a_at","STAP1"
"1262","1553533_at","JPH1"
"1263","1552326_a_at","CFAP53"
"1264","1552325_at","CFAP53"
"1265","1555419_a_at","ASAH1"
"1266","1552504_a_at","BRSK1"
"1267","1554495_s_at","MTHFSD"
"1268","1554494_at","MTHFSD"
"1269","1553605_a_at","ABCA13"
"1270","1553295_at","ABCA13"
"1271","1553604_at","ABCA13"
"1272","1558631_at","PPARA"
"1273","1556064_at","PPARA"
"1274","1553768_a_at","DCBLD1"
"1275","1556616_a_at","KLHDC4"
"1276","1552796_a_at","SIM1"
"1277","1556300_s_at","SIM1"
"1278","1558622_a_at",""
"1279","1557886_at","CEP112"
"1280","1554574_a_at",""
"1281","1553146_at",""
"1282","1554779_s_at","PHLDB2"
"1283","1554778_at","PHLDB2"
"1284","1557578_at","PHLDB2"
"1285","1554574_a_at","CYB5R3"
"1286","1559728_at","ZBTB40"
"1287","1556319_at","TRIM44"
"1288","1554328_at","STXBP4"
"1289","1554329_x_at","STXBP4"
"1290","1556950_s_at","SERPINB6"
"1291","1557511_at","LINC02189"
"1292","1557025_a_at",""
"1293","1557024_at",""
"1294","1552619_a_at","ANLN"
"1295","1558553_at",""
"1296","1555486_a_at","PRR5L"
"1297","1554114_s_at","SSH2"
"1298","1555425_x_at","SSH2"
"1299","1555423_at","SSH2"
"1300","1554214_at",""
"1301","1558662_s_at","BANK1"
"1302","1553545_at","ILDR1"
"1303","1553234_at","ADAMTS18"
"1304","1554912_at","ESYT3"
"1305","1557793_at","ESYT3"
"1306","1557875_at","CASC17"
"1307","1557502_at","STAG1"
"1308","1557283_a_at","ZNF519"
"1309","1556346_at","COTL1"
"1310","1553978_at","BORCS8"
"1311","1558622_a_at","ZNF548"
"1312","1553718_at","ZNF548"
"1313","1553719_s_at","ZNF548"
"1314","1557371_a_at","SPAAR"
"1315","1556627_at","DRP2"
"1316","1554728_at","SLC9A1"
"1317","1557267_s_at","GEN1"
"1318","1555914_a_at","EXD3"
"1319","1557056_at","C5orf47"
"1320","1557057_a_at","C5orf47"
"1321","1553647_at","CDYL2"
"1322","1554864_a_at","SDC3"
"1323","1553442_a_at",""
"1324","1554377_a_at",""
"1325","1553780_at","LINC00638"
"1326","1552913_at","MAGEB18"
"1327","1552858_at","MAGEB6"
"1328","1557590_at","PARD6G-AS1"
"1329","1555616_at",""
"1330","1555617_x_at",""
"1331","1558807_at","ATAD2B"
"1332","1558645_at","MIR133A1HG"
"1333","1556769_a_at",""
"1334","1556333_at","DSCAS"
"1335","1556334_s_at","DSCAS"
"1336","1553281_at","PLCXD2"
"1337","1554424_at",""
"1338","1553340_s_at",""
"1339","1552757_s_at","DOCK8-AS1"
"1340","1552755_at","DOCK8-AS1"
"1341","1556814_a_at",""
"1342","1554239_s_at","PTGR3"
"1343","1552801_at","CAPN13"
"1344","1558761_a_at","FAM120AOS"
"1345","1555611_s_at","MBD1"
"1346","1558356_at","UACA"
"1347","1555755_at",""
"1348","1554558_at","DCAF5"
"1349","1553911_at","ZNF663P"
"1350","1556292_s_at","POM121L12"
"1351","1556291_at","POM121L12"
"1352","1554489_a_at","CEP70"
"1353","1554488_at","CEP70"
"1354","1554112_a_at","ULK2"
"1355","1553875_s_at","ZSCAN10"
"1356","1553874_a_at","ZSCAN10"
"1357","1554442_at","BEST1"
"1358","1554443_s_at","BEST1"
"1359","1555715_a_at","HRH3"
"1360","1555215_a_at","HRH3"
"1361","1554982_a_at","EQTN"
"1362","1554981_at","EQTN"
"1363","1554638_at","ZFYVE16"
"1364","1555011_at","ZFYVE16"
"1365","1552917_at","IFNL1"
"1366","1559392_s_at","SYT7"
"1367","1556494_at","LINC01365"
"1368","1554518_at","GSTCD"
"1369","1552314_a_at","EYA3"
"1370","1554844_at","EYA3"
"1371","1558020_at","ERGIC3"
"1372","1557321_a_at","CAPN14"
"1373","1553225_s_at","ZNF75D"
"1374","1556592_at",""
"1375","1556593_s_at",""
"1376","1558407_at","PLEKHG2"
"1377","1556285_s_at","PPA2"
"1378","1556284_at","PPA2"
"1379","1554499_s_at","PPA2"
"1380","1558034_s_at","CP"
"1381","1559681_a_at",""
"1382","1553499_s_at","SERPINA9"
"1383","1557889_at",""
"1384","1553391_at","CXorf58"
"1385","1555492_a_at","BEST3"
"1386","1556942_at",""
"1387","1552544_at","SERPINA12"
"1388","1556976_s_at","LINC02838"
"1389","1556404_a_at","ZNRF2P1"
"1390","1557366_at",""
"1391","1559324_at","FAM106A"
"1392","1554394_at","NELL1"
"1393","1555902_at","ARMCX5-GPRASP2"
"1394","1555441_at","UBA6"
"1395","1554039_at","DGLUCY"
"1396","1553741_at","ICMT-DT"
"1397","1559686_a_at","TMEM14B-DT"
"1398","1559685_at","TMEM14B-DT"
"1399","1554195_a_at","C5orf46"
"1400","1553900_s_at",""
"1401","1555096_at","STPG2"
"1402","1557985_s_at","CEP78"
"1403","1555142_at","SLC9B1"
"1404","1555141_a_at","SLC9B1"
"1405","1553633_s_at","SLC9B1"
"1406","1552897_a_at","KCNG3"
"1407","1552898_a_at","KCNG3"
"1408","1555315_a_at","MAK"
"1409","1555620_a_at","PTGIR"
"1410","1555278_a_at","CKAP5"
"1411","1559579_at","LINC00927"
"1412","1554685_a_at","CEMIP"
"1413","1552970_s_at","ZMYM6"
"1414","1552969_a_at","ZMYM6"
"1415","1555982_at","FAM151B-DT"
"1416","1559537_at","RNF130"
"1417","1555870_at","RNF207"
"1418","1555745_a_at","LYZ"
"1419","1559170_at",""
"1420","1556638_at","PAX7"
"1421","1552658_a_at","NAV3"
"1422","1559028_at","CYP4F35P"
"1423","1556156_at","ESRRB"
"1424","1553809_a_at","TMEM252"
"1425","1559180_at","C15orf40"
"1426","1552310_at","C15orf40"
"1427","1555815_a_at","L3MBTL2"
"1428","1554764_a_at","LINC00301"
"1429","1554765_a_at","LINC00301"
"1430","1554595_at","SYMPK"
"1431","1557123_a_at","CHADL"
"1432","1553675_at","KLC4"
"1433","1557064_s_at","HGSNAT"
"1434","1558411_at","EGFEM1P"
"1435","1552686_at","CNBD2"
"1436","1552687_a_at","CNBD2"
"1437","1553851_at","SPIC"
"1438","1556097_at","HOMER2"
"1439","1559180_at","HOMER2"
"1440","1553679_s_at","VKORC1L1"
"1441","1558666_at","PHEX-AS1"
"1442","1552967_at","CBLL2"
"1443","1552931_a_at","PDE8A"
"1444","1555082_a_at","NEK11"
"1445","1554380_at","NEK11"
"1446","1554978_at","DLGAP2"
"1447","1557679_at","DLGAP2"
"1448","1557767_at","NANOS2"
"1449","1553271_at","DIP2B"
"1450","1553246_a_at","POMK"
"1451","1553701_a_at","DUSP18"
"1452","1552999_a_at","WFDC10B"
"1453","1556369_a_at","PHKG2"
"1454","1556368_at","PHKG2"
"1455","1554429_a_at","DMWD"
"1456","1554472_a_at","PHF20L1"
"1457","1555324_at","PTK7"
"1458","1556266_a_at","C20orf202"
"1459","1556265_at","C20orf202"
"1460","1554128_at",""
"1461","1554156_a_at","WFDC8"
"1462","1554157_a_at","WFDC8"
"1463","1556508_s_at","LINC01210"
"1464","1556507_at","LINC01210"
"1465","1553371_at","EPHA10"
"1466","1553586_at","FBXL19-AS1"
"1467","1555332_at","TPH2"
"1468","1555286_at","CDKL1"
"1469","1554895_a_at","RHBDL2"
"1470","1554897_s_at","RHBDL2"
"1471","1552502_s_at","RHBDL2"
"1472","1554113_a_at","SLC4A8"
"1473","1555046_at","CENPI"
"1474","1552652_at","HPS4"
"1475","1555555_at","BBS9"
"1476","1552644_a_at","PHC3"
"1477","1557415_s_at","LETM2"
"1478","1552546_a_at","LETM2"
"1479","1558253_x_at","ZNF587"
"1480","1558251_a_at","ZNF587"
"1481","1552783_at","ZNF417"
"1482","1552579_a_at","ADAM21"
"1483","1559315_s_at","SOCS2-AS1"
"1484","1554249_a_at","ZNF638"
"1485","1556318_s_at","CAND1"
"1486","1552510_at","SLC34A3"
"1487","1555702_a_at",""
"1488","1552910_at","SIGLEC11"
"1489","1552911_at","SIGLEC11"
"1490","1553120_at","CLSPN"
"1491","1556841_a_at","ALDH1L2"
"1492","1559393_at","ALDH1L2"
"1493","1552910_at",""
"1494","1557877_s_at","LINC01020"
"1495","1557876_at","LINC01020"
"1496","1559494_at","SLC35G2"
"1497","1554360_at","FCHSD2"
"1498","1553998_at","DMRTC1B"
"1499","1555679_a_at","RTN4IP1"
"1500","1552555_at","PRSS36"
"1501","1557897_at",""
"1502","1554821_a_at","ZBED1"
"1503","1553603_s_at","ATL2"
"1504","1554670_at","GGA1"
"1505","1554803_s_at","TRIM72"
"1506","1554812_at","CLDN20"
"1507","1554062_at","XG"
"1508","1554268_at","MORN1"
"1509","1554989_at","AREL1"
"1510","1557022_at","MIR4300HG"
"1511","1555505_a_at","TYR"
"1512","1555504_at","TYR"
"1513","1554222_at","LINC01869"
"1514","1555456_at",""
"1515","1553216_at","ZNF41"
"1516","1553217_s_at","ZNF41"
"1517","1554465_s_at","ZNF674"
"1518","1555793_a_at","ZFP82"
"1519","1558700_s_at","ZNF260"
"1520","1553998_at","DMRTC1"
"1521","1557065_at","YLPM1"
"1522","1556917_a_at","RNU6-913P"
"1523","1553881_at","RBM48"
"1524","1553383_at","ARHGAP42"
"1525","1553352_x_at","ERVW-1"
"1526","1555299_s_at","ERVW-1"
"1527","1557953_at","ZKSCAN1"
"1528","1553238_a_at","HIPK4"
"1529","1554668_a_at","FAM151A"
"1530","1554129_a_at","ADIG"
"1531","1554128_at","ADIG"
"1532","1554453_at","HNRNPLL"
"1533","1552995_at","IL27"
"1534","1555137_a_at","FGD6"
"1535","1555136_at","FGD6"
"1536","1556958_at",""
"1537","1554741_s_at",""
"1538","1556039_s_at","GPR173"
"1539","1556038_at","GPR173"
"1540","1554335_at","CYTH4"
"1541","1557721_at",""
"1542","1552664_at","FLCN"
"1543","1558649_at","GCAWKR"
"1544","1559072_a_at","ELFN2"
"1545","1553226_at","LINC00052"
"1546","1554768_a_at","MAD2L1"
"1547","1554973_a_at","ZBTB26"
"1548","1555533_at","QRFPR"
"1549","1558128_at","PAPOLA-DT"
"1550","1554444_s_at","SLC35F6"
"1551","1553940_a_at","LRRC28"
"1552","1552311_a_at","RAX2"
"1553","1553587_a_at","POLE4"
"1554","1552717_s_at","CEP170P1"
"1555","1552903_at","B4GALNT2"
"1556","1553482_at","C15orf32"
"1557","1559297_at",""
"1558","1558803_at",""
"1559","1554413_s_at",""
"1560","1554828_at","PDGFRA"
"1561","1554957_at",""
"1562","1557744_at","MIR499B"
"1563","1552906_at","FMR1NB"
"1564","1554800_at","RAB39A"
"1565","1552928_s_at","TAB3"
"1566","1552927_at","TAB3"
"1567","1558518_at","TAB3"
"1568","1556227_at","VCPIP1"
"1569","1556228_a_at","VCPIP1"
"1570","1553585_a_at",""
"1571","1555763_x_at","MRTFA"
"1572","1556655_s_at","CDK12"
"1573","1556654_at","CDK12"
"1574","1554217_a_at","VPS50"
